From,To,Volume,Cost,P
106,105,6819.802248,0.440009351,1
107,106,6284.517892,0.296350117,1
107,284,0,0.5,1
108,107,6284.517892,0.675768069,1
109,108,4138.707925,0.277079088,1
109,289,811.8,0.503102898,1
110,109,4950.507925,1.284754861,1
111,110,4950.507925,0.281753849,1
111,291,187.8,0.500008887,1
112,111,5138.307925,0.725004337,1
113,112,3492.6,0.351928129,1
113,183,1668.2,0.333477423,1
113,195,2688.2,0.33430493,1
114,113,7849,0.383175335,1
115,114,7849,0.277558097,1
116,115,6819.4,0.305522136,1
116,294,255.5,0.500030446,1
117,116,7074.9,1.242952094,1
118,5,4644.2,1.102056245,1
119,118,4644.2,1.118773325,1
120,119,3210.5,0.274231217,1
120,400,3562.031266,1.650170308,1
121,120,6772.531266,0.609253493,1
122,121,6772.531266,0.694641293,1
123,122,6732.831266,0.303882711,1
123,382,0,0.5,1
124,123,6732.831266,0.960223324,1
125,124,6732.831266,0.303882711,1
125,366,885.8,0.504398595,1
126,125,7618.631266,1.023409517,1
127,126,6981.331266,0.308760885,1
127,350,0,0.5,1
128,127,6981.331266,0.704068382,1
129,128,6981.331266,0.358115844,1
130,129,6155.431266,0.294459235,1
130,324,1491.822297,0.535386664,1
131,130,7647.253563,1.025857557,1
132,131,7310.253563,0.366592922,1
132,314,1008.277703,0.507384004,1
133,132,8318.531266,0.594113929,1
134,133,8318.531266,0.442313895,1
135,134,7965.82559,0.333882606,1
135,298,499.5,0.500444747,1
136,135,8465.32559,0.19637062,1
137,136,5445.023342,0.663410375,1
138,60,2998.6,0.333949465,1
138,137,3188.292075,0.131692822,1
138,236,2512,0.333636777,1
139,138,8698.892075,1.438977265,1
140,139,8436.692075,0.349704829,1
140,265,73.7,0.500000211,1
141,140,8510.392075,1.212426583,1
142,72,6210.802372,0.361017462,1
142,76,3914.8,0.337703302,1
143,142,10125.60237,1.488100067,1
144,143,10069.40237,0.429046479,1
144,264,311.4,0.500067181,1
145,144,10380.80237,1.473884863,1
146,145,6592.502372,0.132642417,1
147,57,3630.8,0.334657703,1
147,146,3221.249026,0.767908332,1
148,147,6852.049026,0.257218165,1
149,148,6335.449026,0.297128952,1
149,297,112.4,0.50000114,1
150,149,6447.849026,0.382702391,1
151,150,6447.849026,0.251134291,1
152,151,5208.949026,0.647188802,1
152,310,222.2,0.500017416,1
153,152,5431.149026,0.731743687,1
154,153,3628.949026,0.275253589,1
154,323,334.7,0.500089659,1
155,154,3963.649026,0.320547702,1
156,155,3963.649026,0.630208089,1
157,156,3963.649026,0.276370325,1
157,349,578.2,0.500798516,1
158,157,4541.849026,0.881880986,1
159,158,3203.7,0.274217564,1
159,365,0,0.5,1
160,159,3203.7,0.866485954,1
161,160,3203.7,0.274217564,1
161,381,191.5,0.500009608,1
162,161,3395.2,0.626254623,1
163,162,3395.2,0.549273158,1
164,163,1832.1,0.27278606,1
164,399,754.7,0.502317761,1
165,164,2586.8,1.093183835,1
166,6,6522.2,1.135572018,1
167,166,6522.2,1.200598941,1
168,167,5835.9,0.290264503,1
168,409,2133.587496,0.648051589,1
169,168,7969.487496,0.948597383,1
170,169,4449.187496,0.356663219,1
171,170,3488.387496,0.066009936,1
171,216,1695.4,0.333487052,1
172,171,5183.787496,0.294989184,1
172,393,373.4125039,0.500138908,1
173,172,5557.2,0.528356935,1
174,173,5557.2,0.241230071,1
175,174,5557.2,0.287126865,1
175,377,870,0.504093061,1
176,175,6427.2,0.895740543,1
177,176,5863.6,0.290601996,1
177,360,0,0.5,1
178,177,5863.6,0.871805988,1
179,178,5418.6,0.285732355,1
179,336,852.1,0.503766461,1
180,179,6270.7,2.072994374,1
181,180,6000.3,0.292338953,1
181,307,756.7,0.502342428,1
182,181,6757,0.170380987,1
183,182,6757,0.438287222,1
184,92,1559.153048,0.333443283,1
184,112,1632.107925,0.333465352,1
184,183,3251.6,0.395056028,1
185,184,6442.860973,0.81273843,1
186,185,6442.860973,0.430366505,1
187,186,4630.907925,0.279612639,1
187,272,194.4,0.500010204,1
188,187,4825.307925,0.921318367,1
189,188,4825.307925,0.797695741,1
190,63,6981.744813,0.377540828,1
190,85,570.7,0.333335307,1
191,190,7552.444813,0.914872287,1
192,191,7552.444813,1.056654309,1
193,192,6804.144813,0.305228663,1
193,271,2664.2,0.859946984,1
194,193,9468.344813,0.568728871,1
195,194,9468.344813,1.074032956,1
196,92,2746.2,0.334391535,1
196,112,13.6,0.333333333,1
196,195,6095.9,0.422866432,1
197,196,8855.7,0.527381624,1
198,197,8855.7,0.205015792,1
199,198,8481.5,0.351355651,1
199,306,244.6,0.500025574,1
200,199,8726.1,2.525876636,1
201,200,7816.6,0.329419021,1
201,335,836.6,0.503499796,1
202,201,8653.2,1.073784146,1
203,202,8653.2,0.357928049,1
203,359,452.7,0.500300064,1
204,203,9105.9,1.131694623,1
205,204,7432,0.319037624,1
205,376,0,0.5,1
206,205,7432,0.268039944,1
207,206,7432,0.587077568,1
208,207,6805,0.317501114,1
209,208,3955,0.066362906,1
209,392,647.6425228,0.501256935,1
210,209,4602.642523,0.35777216,1
210,250,3293.4,0.335522193,1
211,210,7896.042523,0.942259312,1
212,211,5499.542523,0.286533899,1
212,408,1077.057477,0.509614501,1
213,212,6576.6,1.204319784,1
214,7,4983.6,1.105836602,1
215,214,4983.6,1.105836602,1
216,215,3779.7,0.394438287,1
217,169,3520.3,0.336190652,1
217,216,2084.3,0.589060337,1
218,217,5604.6,0.289957057,1
218,392,469.8,0.500348035,1
219,218,6074.4,0.798367297,1
220,219,5393.5,0.511357459,1
220,363,0,0.5,1
221,220,5393.5,1.189448186,1
222,221,5393.5,0.32230888,1
223,222,5210.2,0.432401749,1
223,346,617.9,0.501041463,1
224,223,5828.1,0.996064975,1
225,224,4465.4,0.627294677,1
225,330,1387.4,0.526471467,1
226,225,5852.8,0.962995144,1
227,226,5766.1,0.402528544,1
227,311,144.6687336,0.500003129,1
228,227,5910.768734,1.120888788,1
229,228,5840.868734,0.481289296,1
229,277,228.3,0.500019409,1
230,229,6069.168734,0.123713851,1
231,56,2554.5,0.33365784,1
231,230,3574.268734,0.295605319,1
232,58,6045.031266,0.343509733,1
232,231,6128.768734,0.32639082,1
233,232,12173.8,1.638022641,1
234,4,10223.9,1.362851982,1
235,234,10223.9,1.362851982,1
236,235,8936.1,0.137484753,1
237,236,6424.1,0.260485415,1
238,55,2691.353346,0.33373317,1
238,61,0,0.333333333,1
238,237,3592.3,0.229909592,1
239,238,6283.653346,0.237201097,1
240,239,5567.4,0.479112044,1
240,299,469.1,0.500345966,1
241,240,6036.5,0.96630569,1
242,241,5357.5,0.633352729,1
242,317,411.2,0.50020426,1
243,242,5768.7,0.961579926,1
244,243,5402.4,0.400252206,1
244,339,1872.7,0.5878707,1
245,244,7275.1,1.11392772,1
246,245,6033.2,0.640474101,1
246,347,0,0.5,1
247,246,6033.2,1.202218827,1
248,247,5541.667056,0.40107162,1
248,374,464.3,0.500332021,1
249,248,6005.967056,0.920860683,1
250,249,5689.5,0.368387376,1
251,250,2396.1,0.054564012,1
251,391,1891,0.591356059,1
252,208,2850,0.334560827,1
252,251,4287.1,0.527379103,1
253,252,7137.1,1.155145559,1
254,15,3703.3,1.03317965,1
254,255,407.1,2.000009691,1
255,70,156.8,0.500004319,1
255,254,3703.3,2.0663593,1
255,256,250.3,0.500000346,1
256,78,270.6,0.500038307,1
256,255,1283.852816,0.500239633,1
256,266,9.5,1.920075758,1
257,14,37,1,1
257,258,125.2,2.000000087,1
258,68,105.1,0.500000872,1
258,257,37,2.000000001,1
258,259,793.9,0.500035039,1
259,80,1221,0.515879393,1
259,258,75.3,0.500000003,1
259,267,799.3,1.920214011,1
260,66,1232.3,0.516475441,1
260,261,0,0.5,1
261,82,0,0.5,1
261,260,1232.3,0.500203401,1
261,269,942.1,1.860106938,1
262,13,592.8,1.000021785,1
262,273,37,2.000000001,1
263,16,241.5,1.0000006,1
263,264,249,2.000001356,1
264,143,56.2,0.500000071,1
264,263,241.5,2.0000012,1
264,265,322.9,0.500000959,1
265,139,262.2,0.500033768,1
265,264,60.2,0.500000001,1
265,266,188.1,1.000000221,1
266,24,340.3,0.149068335,1
266,39,24.2,1.459848485,1
266,256,86.45281552,1.920075777,1
266,265,113.9,1.00000003,1
266,277,76.7,3.579924264,1
267,24,306.8,0.149068331,1
267,39,18.3,1.459848485,1
267,259,1245.1,1.920889809,1
267,268,1412.2,1.000701619,1
267,281,921.3843562,1.640360043,1
268,25,4077.3,0.149313503,1
268,40,13.3,1.320075758,1
268,267,2330.884356,1.005207138,1
268,287,2534.715644,1.732600846,1
269,25,4303.4,0.149372581,1
269,40,34.1,1.320075758,1
269,261,1232.3,1.860605073,1
269,270,550.5530485,1.000016207,1
269,290,2089.746952,2.508410678,1
270,269,3178.1,1.017996434,1
270,271,550.5530485,0.579933641,1
271,192,748.3,0.502240135,1
271,270,3178.1,0.59036081,1
271,272,550.5530485,0.500008104,1
272,186,1811.953048,0.577012107,1
272,271,1262.2,0.500223872,1
272,273,454,2.279941329,1
273,26,302.3,0.14906833,1
273,41,55.3,1.000000002,1
273,262,592.8,2.000043569,1
273,272,2783.2,0.282887261,1
273,292,56.4,2.000000004,1
274,26,378.8,0.149068341,1
274,41,342.5,1.000002427,1
274,275,501.6,2.000022335,1
274,293,615,1.420111595,1
275,12,501.6,1.000011167,1
275,274,488.2,2.000020042,1
276,17,1184,1.000346675,1
276,296,648.3,2.000062323,1
277,228,69.9,0.500000171,1
277,266,222.5528155,3.579925791,1
277,299,235.1,0.720076146,1
278,100,516.3448127,0.500507844,1
278,279,0,0.5,1
279,104,0,0.5,1
279,278,516.3448127,0.50000627,1
279,280,287.8,0.420076266,1
280,279,516.3448127,0.420081025,1
280,300,287.8,0.420076266,1
281,267,576.6,1.640183496,1
281,282,921.3843562,0.579997973,1
282,281,576.6,0.57993555,1
282,283,921.3843562,0.359894236,1
283,98,0,0.5,1
283,282,576.6,0.359855502,1
283,284,921.3843562,0.50006357,1
284,106,535.2843562,0.500586556,1
284,283,576.6,0.50000975,1
284,285,386.1,0.279925339,1
285,284,576.6,0.2799297,1
285,286,386.1,0.579926515,1
286,285,576.6,0.57993555,1
286,302,386.1,0.420077405,1
287,268,2815,1.739129373,1
287,288,2534.715644,0.725319139,1
288,96,829.3,0.503379231,1
288,287,2815,0.728052178,1
288,289,2687.015644,0.504597979,1
289,108,2145.809967,0.651473366,1
289,288,1871.5,0.501082046,1
289,303,1698.5,1.221867045,1
290,94,1898.146952,0.592745014,1
290,269,217.3,2.500000983,1
290,291,191.6,0.500000119,1
291,110,0,0.5,1
291,290,217.3,0.500000197,1
291,304,379.4,1.27992892,1
292,273,296.5,2.000002727,1
292,305,56.4,1.859848488,1
293,89,550.7,0.5006571,1
293,274,979.4,1.420306257,1
293,294,335.2,0.500001114,1
294,115,1029.6,0.508028703,1
294,293,523.8,0.50000664,1
294,295,310.7,0.279924702,1
295,294,1273.4,0.280054084,1
295,308,310.7,0.720076942,1
296,276,1184,2.000693351,1
296,297,610.4,0.420086045,1
296,310,37.9,1.579924243,1
297,148,516.6,0.500508849,1
297,296,894,0.420123094,1
297,298,206.2,0.500000159,1
298,134,352.7056767,0.500110566,1
298,297,894,0.500056343,1
298,299,124.4,1.140151563,1
299,239,716.253346,0.501880347,1
299,277,222.5528155,0.72007607,1
299,298,665.4056767,1.140190945,1
299,300,185.2,1.000000208,1
299,315,222.4422527,1.920076587,1
300,280,516.3448127,0.420081025,1
300,299,455.4479294,1.000007591,1
300,301,185.2,0.500000104,1
300,316,239.6577473,1.920076875,1
301,300,407.3056767,0.500002428,1
301,302,185.2,0.500000104,1
302,27,207.3,0.149068325,1
302,42,252.2,1.000000714,1
302,286,576.6,0.420083949,1
302,301,407.3056767,0.500002428,1
302,311,668.3,1.140191635,1
303,27,144.4,0.149068323,1
303,28,840.8,0.149068766,1
303,42,387.8056767,1.00000399,1
303,43,12.1,1.540151515,1
303,289,2216.994323,1.225275255,1
303,319,1669.2,2.143082369,1
304,28,438.4,0.149068356,1
304,43,5.6,1.540151515,1
304,291,217.3,1.279924745,1
304,305,737.7,0.920123826,1
304,312,251,0.279924438,1
305,292,296.5,1.859851021,1
305,304,248.7,0.920076379,1
305,306,558.5,0.720088117,1
305,321,0,3.279924242,1
306,198,374.2,0.500140083,1
306,305,296.7,0.720076742,1
306,307,194.3,0.500000126,1
307,180,270.4,0.500038194,1
307,306,62.1,0.500000001,1
307,308,856.1,0.500047379,1
308,29,1019.9,0.149069283,1
308,44,32.2,1,1
308,295,1273.4,0.720409764,1
308,307,237.6,0.500000281,1
308,309,37,2.000000001,1
309,11,37,1,1
309,308,485.8,2.000019651,1
310,151,1238.9,0.516831246,1
310,296,290,1.579926213,1
310,313,37.9,0.279924242,1
311,226,86.7,0.500000404,1
311,302,838.4,1.140250892,1
311,317,726.2687336,0.720111099,1
312,304,413,0.279925679,1
312,320,251,2.720077663,1
313,310,1306.7,0.280068208,1
313,314,0,0.779924242,1
313,325,1046.177703,1.720439242,1
314,131,337,0.500092149,1
314,313,1008.277703,0.279975278,1
314,315,0,1.640151515,1
315,299,727.8061615,1.920170796,1
315,314,337,1.720079672,1
315,316,0,2.579924242,1
315,327,336.5057011,1.079926685,1
316,300,516.3448127,1.920099835,1
316,315,451.0634484,1.000007302,1
316,317,471.6,0.859855988,1
316,328,398.2942989,1.079929036,1
317,241,679,0.501518624,1
317,311,838.4,0.72013852,1
317,316,609.7,1.000024377,1
317,318,0,1.140151515,1
317,329,453.5687336,1.079932305,1
318,317,0,1.140151515,1
318,319,0,1,1
319,303,1595.1,2.142595578,1
319,318,0,0.859848485,1
319,320,890.2,1.000110781,1
319,330,1635.2,0.860932965,1
320,312,413,2.720089718,1
320,319,10.2,2.579924242,1
320,321,722.4,1.720158395,1
320,332,273.4,0.720076468,1
321,305,12.9,3.279924242,1
321,320,10.2,1.640151515,1
321,333,0,0.720075758,1
321,334,722.4,0.27993769,1
322,18,1626.7,1.001235225,1
322,323,2185.8,2.00805356,1
323,153,1802.2,0.575367339,1
323,322,1626.7,2.00247045,1
323,324,718.3,0.500023481,1
324,129,825.9,0.503324154,1
324,323,1626.7,0.500617613,1
324,325,776.2222969,0.579961381,1
325,313,1306.7,1.7209604,1
325,324,1018.7,0.580034414,1
325,326,437.5,0.859854042,1
325,340,1379.1,0.36007811,1
326,325,774.4,0.859903036,1
326,327,437.5,1.579934453,1
327,315,727.8061615,1.079977695,1
327,326,774.4,1.580024476,1
327,328,786.5858846,1.000067531,1
327,341,381.8981669,1.000003752,1
328,316,987.9448127,1.080105727,1
328,327,819.7924658,1.000079677,1
328,329,923.1101049,1.000128094,1
328,342,447.5177825,1.000007076,1
329,31,1191.1,0.149070109,1
329,46,736.3,1.000051848,1
329,317,971.6,1.080094011,1
329,328,869.0159494,1.000100607,1
329,343,723.1527842,1.000048243,1
330,31,3156.5,0.149156391,1
330,46,320,1.00000185,1
330,224,1362.7,0.524636117,1
330,319,2441.1,0.86523466,1
330,331,392.5,0.420077517,1
330,339,628.3,0.640169113,1
331,330,962.6,0.420139383,1
331,332,392.5,1.920083797,1
332,32,803.6,0.149068693,1
332,47,0,0.920075758,1
332,320,267.6,0.720076409,1
332,331,962.6,1.920366574,1
332,345,350.9,0.720077684,1
333,32,591.4,0.149068432,1
333,47,143.1,0.940151585,1
333,321,12.9,0.720075758,1
333,334,649.8,0.42008897,1
333,358,0,2.079924242,1
334,321,10.2,0.779924242,1
334,333,734.5,0.420097326,1
334,335,1372.2,0.280099318,1
335,200,909.5,0.504888572,1
335,334,744.7,0.279939429,1
335,336,1516.1,0.500466013,1
336,178,445,0.500280163,1
336,335,961.5,0.500075385,1
336,337,1981.5,0.501359761,1
337,29,842,0.149068769,1
337,33,577.3,0.149068422,1
337,44,229.2,3.00000146,1
337,48,17.4,1,1
337,336,1019.8,0.5000954,1
337,338,734,2.000102407,1
338,10,734,1.000051204,1
338,337,69.2,2.000000008,1
339,243,366.3,0.500128623,1
339,330,1504.3,0.640729793,1
339,344,875.1,0.420119216,1
340,30,1379,0.149071531,1
340,45,0,1,1
340,325,1545.2,0.360210373,1
340,351,270.6,1.720077385,1
341,30,1298,0.149070841,1
341,45,0,1,1
341,327,1076.892046,1.000237249,1
341,342,599.2141154,1.000022743,1
341,353,413.3057011,2.000010295,1
342,328,1124.469033,1.000282037,1
342,341,811.1075342,1.000076354,1
342,343,411.4898951,1.000005058,1
342,354,398.2942989,2.000008879,1
343,329,1230.989895,1.000405074,1
343,342,761.8840506,1.000059439,1
343,344,74.3,2.000000011,1
343,355,613.3687336,2.000049938,1
344,339,244.7,0.420076024,1
344,343,652.1,2.000063797,1
344,356,336.3,2.000004513,1
345,332,180.5,0.720075893,1
345,346,350.9,0.640153227,1
346,222,183.3,0.500008065,1
346,345,180.5,0.640151635,1
346,347,785.5,1.079996768,1
347,245,1241.9,0.516994866,1
347,346,180.5,1.079924444,1
347,357,785.5,0.279943041,1
348,18,523.5,1.000013249,1
348,349,683,2.000076777,1
349,156,0,0.5,1
349,348,523.5,2.000026498,1
349,350,765.8,0.500030335,1
350,126,637.3,0.501178547,1
350,349,28.1,0.5,1
350,351,188,0.859848674,1
351,340,11,1.720075758,1
351,350,87.6,0.859848494,1
351,352,116.6,0.720075781,1
351,367,342,2.000004827,1
352,351,87.6,0.720075765,1
352,353,116.6,1.420075804,1
353,341,1063.606161,2.000451512,1
353,352,87.6,1.420075773,1
353,354,587.324113,1.000020991,1
353,369,688.1392372,2.000079114,1
354,342,936.7448127,2.000271664,1
354,353,362.4335361,1.000003044,1
354,355,513.2118078,1.000012238,1
354,370,263.9607628,2.000001713,1
355,343,893.8,2.000225168,1
355,354,228.1,1.000000478,1
355,356,312.2324819,2.000003353,1
355,371,574.9687336,2.000038559,1
356,344,283.7,2.000002286,1
356,355,189.7,2.000000457,1
356,357,347.1146546,2.000005122,1
356,372,362.0853454,2.000006064,1
357,347,1422.4,0.280126378,1
357,356,189.7,2.000000457,1
357,358,287.3,2.000002404,1
357,373,691.4146546,2.000080631,1
358,333,0,2.079924242,1
358,357,408.7,2.000009844,1
358,359,287.3,0.720076623,1
358,363,0,1.720075758,1
359,202,0,0.5,1
359,358,408.7,0.720079302,1
359,360,740,0.500026449,1
360,176,563.6,0.500720867,1
360,359,408.7,0.500002461,1
360,361,740,0.500026449,1
361,33,458.9,0.149068362,1
361,48,107.2,1.000000023,1
361,360,972.3,0.500078829,1
361,362,425.4,2.000011554,1
361,378,71.7,2.000000009,1
362,10,425.4,1.000005777,1
362,361,80.1,2.000000015,1
363,358,0,1.720075758,1
363,375,0,0.279924242,1
364,19,1110.7,1.000268475,1
364,365,746.9,2.000109798,1
365,158,1338.149026,0.522908105,1
365,364,1110.7,2.000536949,1
365,366,85.2,0.500000005,1
366,124,0,0.5,1
366,365,1787.149026,0.500899765,1
366,367,200.3,0.859848729,1
367,351,11,2,1
367,366,1016.449026,0.860010398,1
367,368,282.8,0.72007657,1
367,384,259.5,2.279926066,1
368,367,1016.449026,0.720211351,1
368,369,282.8,1.42007736,1
369,34,1355.4,0.149071317,1
369,49,95.5,1.000000015,1
369,353,1534.330274,2.001955337,1
369,368,1016.449026,1.420343163,1
369,370,1782.5207,1.001780962,1
370,354,862.6325076,2.000195366,1
370,369,821.7607628,1.000080445,1
370,371,919.8881922,1.000126315,1
370,386,0,2,1
371,355,692.8206741,2.000081289,1
371,370,557.8,1.000017078,1
371,372,689.3675181,2.00007968,1
371,387,574.9687336,2.000038559,1
372,356,344.3675181,2.000004962,1
372,371,557.8,2.000034155,1
372,373,689.3853454,2.000079688,1
372,388,301.4,2.000002912,1
373,35,851.8,0.14906879,1
373,50,275,1.000001009,1
373,357,1049.5,2.000428032,1
373,372,557.8,2.000034155,1
373,374,1288.3,1.420765832,1
374,247,491.5329437,0.500417044,1
374,373,823.8,1.420191134,1
374,375,1288.3,0.580206051,1
375,219,680.9,0.501535694,1
375,363,0,0.279924242,1
375,374,851.0329437,0.579977905,1
375,376,607.4,0.720093048,1
375,390,0,2,1
376,204,1673.9,0.556090496,1
376,375,851.0329437,0.72014239,1
376,377,0,0.5,1
377,174,0,0.5,1
377,376,1917.532944,0.501192498,1
377,378,545.1,0.500007787,1
378,36,400,0.149068346,1
378,51,0,1,1
378,361,217.9,2.000000795,1
378,377,1592.632944,0.500567478,1
378,379,229.7,2.000000982,1
379,9,229.7,1.000000491,1
379,378,1187.032944,2.000700483,1
380,19,191.5,1.000000237,1
380,381,291.1,2.000002533,1
381,160,0,0.5,1
381,380,191.5,2.000000474,1
381,382,291.1,0.500000633,1
382,122,39.7,0.500000018,1
382,381,0,0.5,1
382,383,251.4,0.579924651,1
383,382,0,0.579924242,1
383,384,251.4,0.420076054,1
384,367,11,2.279924242,1
384,383,0,0.420075758,1
384,385,270.5,2.000001889,1
384,401,2490.941251,2.013583139,1
385,34,314.5,0.149068332,1
385,49,81.8,1.000000008,1
385,384,2128.241251,2.007238184,1
385,386,689.5201983,1.000039875,1
385,402,307.4583083,2.000003153,1
386,370,0,2,1
386,385,1548.79956,1.001015073,1
386,387,713,1.00004559,1
386,403,40.00044023,2.000000001,1
387,371,462.3,2.000016115,1
387,386,1588.8,1.001124069,1
387,388,1045.572598,2.000421661,1
387,404,955.4061814,2.000293967,1
388,372,283.7,2.000002286,1
388,387,1969.237448,2.00530565,1
388,389,926.0707452,2.000259491,1
388,405,457.5292548,2.00001546,1
389,35,274,0.149068328,1
389,50,288.6,1.000001224,1
389,388,1878.637448,2.004394587,1
389,390,965.2,2.000306207,1
389,406,811.8458013,2.000153264,1
390,375,0,2,1
390,389,1864.212504,2.00426116,1
390,391,965.2,0.720186004,1
390,407,182.7,2.579924749,1
391,249,316.4670563,0.500071661,1
391,390,2046.912504,0.72230569,1
391,392,1731.5,0.420741849,1
392,207,627,0.501104184,1
392,391,1238.67956,0.420250212,1
392,393,2221.942523,0.421881997,1
393,170,960.8,0.506088401,1
393,392,1238.67956,0.420250212,1
393,394,1574.542523,0.140303476,1
394,36,564.7,0.149068413,1
394,51,20.8,1,1
394,393,1178.667056,0.140199233,1
394,395,603.1,2.000046677,1
394,396,610.8425228,0.579938485,1
395,9,603.1,1.000023339,1
395,394,1050.467056,2.000429612,1
396,215,1203.9,0.515008348,1
396,394,35.9,0.579924242,1
396,410,2,2,1
397,20,6087.1,1.242190981,1
