From,To,Volume,Cost,P
27,832,0,0.666666667,1
28,328,239.414,0.666666667,1
28,339,2818.15,0.666666667,1
28,825,788.734,0.666666667,1
29,325,1251.292408,0.75,1
29,331,990.9195916,0.75,1
30,286,284.755,0.666666667,1
30,340,828.778,0.666666667,1
31,366,1077.612,0.616666667,1
31,405,1627.291,0.616666667,1
31,448,332.177,0.616666667,1
31,779,811.806,0.616666667,1
32,287,503.399,0.666666667,1
32,347,1472.992,0.666666667,1
32,355,109.56,0.666666667,1
32,356,1037.25,0.666666667,1
33,255,785.705,1.083333333,1
33,858,1228.015256,1.083333333,1
33,961,2768.502888,1.083333333,1
33,963,1338.586856,1.083333333,1
34,870,1141.451174,0.916666667,1
34,962,1623.311,0.916666667,1
34,964,904.19,0.916666667,1
34,967,1225.147826,0.916666667,1
35,758,1392.821,0.75,1
35,760,1451.705,0.75,1
35,869,427.76,0.75,1
35,966,887.93,0.75,1
36,763,863.219,0.616666667,1
36,764,144.31,0.616666667,1
36,767,287.37,0.616666667,1
36,788,787.17,0.616666667,1
36,796,18.194,0.616666667,1
37,349,335.274,0.7,1
37,393,140.949,0.7,1
37,458,185.593,0.7,1
37,459,565.185,0.7,1
37,803,943.644,0.7,1
38,255,201.03,0.783333333,1
38,262,230.602,0.783333333,1
38,267,1773.68,0.783333333,1
39,254,36.562,0.833333333,1
39,873,981.929,0.833333333,1
39,880,1911.24,0.833333333,1
39,881,97.729,0.833333333,1
40,633,3682.404,1.083333333,1
40,883,2142.444,1.083333333,1
41,761,1650.345,0.916666667,1
41,866,1044.495,0.916666667,1
41,875,274.26,0.916666667,1
41,885,302.876,0.916666667,1
42,666,0,0.666666667,1
42,676,1460.936,0.666666667,1
42,679,230.366,0.666666667,1
42,687,618.597,0.666666667,1
43,668,379.9401861,0.583333333,1
43,688,207.34,0.583333333,1
43,689,0,0.583333333,1
43,696,1071.234086,0.583333333,1
43,722,1260.129728,0.583333333,1
44,450,109.331,0.666666667,1
44,455,143.795,0.666666667,1
44,473,329.623,0.666666667,1
44,503,67.913,0.666666667,1
45,522,0,0.666666667,1
45,530,632.093,0.666666667,1
45,551,0,0.666666667,1
45,555,947.686,0.666666667,1
46,262,1054.027,1.083333333,1
46,263,479.154,1.083333333,1
47,264,2218.556,0.666666667,1
47,887,271.34,0.666666667,1
48,261,101.55,0.75,1
48,890,1682.47,0.75,1
49,625,2046.995,0.75,1
49,646,1211.061,0.75,1
50,623,388.151,0.5,1
50,652,0,0.5,1
50,700,727.362,0.5,1
51,655,135.881,0.583333333,1
51,702,818.153,0.583333333,1
51,706,780.086,0.583333333,1
51,710,1772.816,0.583333333,1
52,640,442.098,0.533333333,1
52,659,0,0.533333333,1
52,699,1100.888,0.533333333,1
52,714,0,0.533333333,1
53,525,77.966,0.5,1
53,585,1288.427,0.5,1
53,664,424.545,0.5,1
54,979,977.527,0.833333333,1
55,251,0,0.633333333,1
55,891,1061.143,0.633333333,1
55,979,458.923,0.633333333,1
56,889,1160.642,0.5,1
57,889,1272.885,0.533333333,1
57,992,418.664,0.533333333,1
57,1003,221.827,0.533333333,1
58,627,1064.783,0.533333333,1
58,888,390.742,0.533333333,1
59,889,785.526,0.5,1
59,986,370.471,0.5,1
60,893,276.1662789,0.416666667,1
60,896,691.8212022,0.416666667,1
60,900,283.9405188,0.416666667,1
61,624,515.149,0.583333333,1
61,630,1326.882,0.583333333,1
61,642,20.83,0.583333333,1
62,629,100.148,0.666666667,1
62,637,1382.712,0.666666667,1
62,653,889.399,0.666666667,1
63,902,883.455,0.533333333,1
63,908,383.928,0.533333333,1
63,947,245.137,0.533333333,1
64,632,1783.678,0.75,1
64,923,486.336,0.75,1
64,925,0,0.75,1
65,921,337.16,0.866666667,1
65,926,2908.801,0.866666667,1
65,936,1184.004,0.866666667,1
66,998,753.284,0.583333333,1
67,994,0,0.833333333,1
67,995,75.399,0.833333333,1
67,996,480.041,0.833333333,1
68,986,572.68,0.95,1
68,1002,1172.510265,0.95,1
68,1003,1526.040735,0.95,1
69,982,348.447,0.583333333,1
69,985,114.484,0.583333333,1
70,904,1847.614,0.833333333,1
70,959,392.47,0.833333333,1
70,960,9.155,0.833333333,1
70,983,575.908,0.833333333,1
71,949,158.602,0.833333333,1
71,958,0,0.833333333,1
71,985,596.659,0.833333333,1
72,951,424.808,0.916666667,1
72,957,217.027,0.916666667,1
73,928,79.529,0.583333333,1
73,940,575.765,0.583333333,1
74,313,3724.522,0.833333333,1
74,321,3535.708,0.833333333,1
74,322,200.3,0.833333333,1
74,842,0,0.833333333,1
74,1020,2958.85,0.833333333,1
75,848,421.867,0.833333333,1
75,849,1629.222,0.833333333,1
76,304,414.355,0.833333333,1
76,322,944.548,0.833333333,1
76,849,475.018,0.833333333,1
77,322,150.544,0.833333333,1
77,849,401.189,0.833333333,1
78,839,749.329,0.833333333,1
78,848,28.273,0.833333333,1
79,304,0,0.833333333,1
79,313,837.759,0.833333333,1
80,304,0,0.833333333,1
80,313,489.285,0.833333333,1
81,247,2.519,0.833333333,1
81,322,321.576,0.833333333,1
81,848,61.007,0.833333333,1
82,247,0,0.833333333,1
82,322,112.953,0.833333333,1
82,848,21.753,0.833333333,1
83,247,0,0.833333333,1
83,322,59.565,0.833333333,1
83,848,10.808,0.833333333,1
84,313,2009.462,0.833333333,1
85,304,0,0.833333333,1
85,313,1184.343,0.833333333,1
85,322,273.8,0.833333333,1
85,849,481.43,0.833333333,1
86,313,30.657,0.833333333,1
86,322,6.655,0.833333333,1
86,849,8.27,0.833333333,1
87,322,643.815,0.833333333,1
87,849,327.292,0.833333333,1
88,313,179.662,0.833333333,1
88,322,173.165,0.833333333,1
89,313,135.21,0.833333333,1
90,304,0,0.833333333,1
90,313,549.624,0.833333333,1
90,321,277.355,0.833333333,1
90,322,14.06,0.833333333,1
91,954,175.9,0.833333333,1
91,1005,3219.213,0.833333333,1
91,1010,1164.304,0.833333333,1
92,1005,2326.528139,0.833333333,1
92,1006,6086.614861,0.833333333,1
93,1005,290.5731448,0.833333333,1
93,1006,576.6088552,0.833333333,1
94,263,890.0639322,0.833333333,1
94,999,1042.241068,0.833333333,1
95,988,877.692,0.833333333,1
96,1005,0,0.833333333,1
96,1006,32.256,0.833333333,1
97,999,454.084,0.833333333,1
98,1009,1261.281,0.833333333,1
99,1005,66.40411704,0.833333333,1
99,1006,100.402883,0.833333333,1
100,1006,0,0.833333333,1
100,1007,0,0.833333333,1
101,263,0,0.833333333,1
102,1009,0,0.833333333,1
103,849,0,0.833333333,1
104,849,0,0.833333333,1
105,313,0,0.833333333,1
106,849,0,0.833333333,1
107,313,0,0.833333333,1
107,849,0,0.833333333,1
108,849,0,0.833333333,1
109,849,0,0.833333333,1
110,999,0,0.833333333,1
201,456,15.734,1,1
202,204,1081.199,0.186677889,1
203,456,1081.199,0.186677889,1
204,203,1081.199,0.173343754,1
205,10,58.783,0.416666667,1
205,206,2184.429,0.267032196,1
205,214,0,0.428571429,1
205,215,56.256,0.514285715,1
206,10,10.77,0.416666667,1
206,11,2017.936,0.666666667,1
206,213,452.551,0.20000025,1
206,486,260.223,0.266666695,1
207,11,51.392,0.666666667,1
207,201,15.734,0.78,1
207,209,135.804,0.240000025,1
207,215,11.579,0.411428571,1
208,13,764.708,0.666666667,1
208,209,33.969,1.062857143,1
208,211,706.181,0.960008686,1
208,273,3580.603,0.229462646,1
208,277,0,0.685714286,1
209,207,67.125,0.240000001,1
209,208,135.804,1.062857253,1
210,12,738.136,0.833333333,1
210,211,2699.834259,0.617264075,1
210,212,33.156,0.560000002,1
210,469,531.734,0.666703904,1
211,13,475.801,0.666666667,1
211,208,3263.44,0.967840257,1
211,210,392.997,0.573341684,1
211,233,855.418,0.480232144,1
211,237,15.73,0.291428571,1
212,209,33.156,0.560000002,1
213,214,3836.558,0.201243456,1
213,454,537.7837037,0.32000032,1
214,10,2381.697,0.416666667,1
214,205,864.338,0.428705892,1
214,468,1905.919,0.293414635,1
214,475,108.477,0.325714292,1
215,205,11.579,0.514285714,1
215,207,56.256,0.411428572,1
216,217,302.233,0.171428876,1
216,221,0,0.28,1
216,224,1071.909,0.531909737,1
217,12,0,0.833333333,1
217,216,1071.909,0.171583786,1
217,220,545.7863188,0.154290747,1
217,222,302.233,0.120000213,1
217,223,0,0.188571429,1
218,210,0,0.42,1
219,222,1779.532,0.269868988,1
219,223,1245.720422,0.188620025,1
220,221,1037.366741,0.171446511,1
221,218,0,0.4,1
221,230,1037.366741,0.600062789,1
222,12,741.291,0.833333333,1
222,217,863.5553188,0.120037482,1
222,225,1758.405,0.155883958,1
223,217,754.14,0.18948907,1
223,220,491.5804223,0.222857733,1
224,13,1071.909,0.666666667,1
224,216,302.233,0.531429515,1
224,228,0,2.348571429,1
224,230,0,0.257142857,1
225,222,1047.234319,0.154410273,1
225,228,1295.665,0.617335866,1
225,234,462.74,0.36001084,1
226,235,2604.103982,0.344942957,1
226,238,1075.888,0.720923008,1
226,539,518.049,0.533359863,1
227,229,38.049,1.200000008,1
227,236,19.04,0.308571429,1
227,603,1313.202,0.72228054,1
228,15,149.238,0.833333333,1
228,225,1047.234319,0.617210522,1
228,227,1313.202,0.514299606,1
228,235,114.37,0.342857143,1
229,227,19.04,1.2,1
229,232,474.091,1.426714512,1
229,597,388.369,0.933346229,1
230,224,173.114,0.257142858,1
230,231,1037.366741,0.274314418,1
231,230,173.114,0.274285719,1
231,237,1037.366741,0.15430186,1
232,229,407.409,1.426691053,1
232,231,157.384,0.325714289,1
232,233,941.238,0.120084896,1
233,211,760.004,0.48013469,1
233,232,337.055,0.120000883,1
233,243,1036.578,0.42861611,1
234,533,1538.628,0.228092341,1
235,226,0,0.342857143,1
235,228,1196.472319,0.34290245,1
235,236,2646.568361,0.258614643,1
236,226,0,0.222857143,1
236,227,0,0.308571429,1
236,602,2665.608361,0.740809794,1
237,211,700.3857411,0.291429641,1
237,231,15.73,0.154285714,1
237,233,336.981,0.257142963,1
238,234,1075.888,0.120153835,1
238,235,1124.566698,0.926775688,1
238,242,0,0.333333333,1
239,240,0,0.24,1
239,576,374.095,0.173333426,1
240,241,0,0.3,1
240,242,0,0.34,1
241,538,0,0.213333333,1
241,574,0,0.093333333,1
242,238,1124.566698,0.333853564,1
242,239,0,0.173333333,1
242,240,0,0.34,1
242,533,0,0.257142857,1
243,232,694.885,0.428577664,1
243,244,1036.578,0.400434573,1
244,14,1036.578,0.583333333,1
244,243,694.885,0.400073425,1
244,245,0,0.48,1
244,246,0,1.133333333,1
245,244,0,0.48,1
246,244,0,1.133333333,1
247,81,0,0.833333333,1
247,82,0,0.833333333,1
247,83,0,0.833333333,1
247,248,2.519,2.23880597,1
248,247,0,2.23880597,1
248,249,528.388,0.447927346,1
248,1009,2312.017239,2.822894226,1
249,248,2309.498239,0.522420403,1
249,831,528.388,2.866735013,1
250,255,1102.772,0.720749694,1
250,853,1676.082272,0.963008252,1
250,1009,3679.427761,9.613942869,1
251,55,0,0.633333333,1
251,268,1038.382,0.411473382,1
251,891,787.7591365,0.120965205,1
252,257,0,0.942857143,1
252,263,961.089,1.029115573,1
252,268,457.3979789,1.601053887,1
253,255,3016.701203,0.629630574,1
253,262,2355.243047,1.162954701,1
253,266,68.95495324,1.200002072,1
254,39,139.2414449,0.833333333,1
254,256,14.098,1.2,1
254,267,118.8,2.000004319,1
254,887,54.907,1.800000069,1
255,33,550.379,1.083333333,1
255,38,143.8,0.783333333,1
255,250,3236.723486,0.870468044,1
255,253,2424.198,0.576189812,1
255,881,414.175931,3.086499517,1
256,254,28.22,1.200000003,1
256,264,83.05295324,1.200000858,1
256,266,322.672,2.402383899,1
257,252,0,0.942857143,1
257,269,249.7061575,0.800052774,1
257,979,32.426,0.685714286,1
258,259,0,0.3,1
258,887,0,0.9,1
259,258,0,0.3,1
259,260,155.534,1.400010449,1
259,265,1057.952,0.600117669,1
259,1019,3829.14209,0.881711654,1
260,259,871.676,1.429143635,1
260,646,0,3,1
260,898,155.534,0.900004136,1
261,48,52.427,0.75,1
261,887,101.55,2.100010992,1
262,38,715.442,0.783333333,1
262,46,275.408,1.083333333,1
262,253,3016.701203,1.278937103,1
262,263,2310.437047,1.693283986,1
263,46,481.903,1.083333333,1
263,94,340.97,0.833333333,1
263,101,3478.189,0.833333333,1
263,252,457.3979789,1.028585485,1
263,262,2678.116203,1.76247454,1
263,979,852.311,1.208965661,1
264,47,378.961,0.666666667,1
264,256,350.892,1.200651675,1
264,265,2957.46609,0.40757712,1
264,891,1280.272953,1.210053542,1
265,258,0,1.65,1
265,259,2957.46609,0.61136568,1
265,264,1057.952,0.400078446,1
266,255,322.672,1.351340943,1
266,256,68.95495324,2.400004144,1
267,38,2129.953,0.783333333,1
267,254,59.30444493,2.000000176,1
267,871,1723.568555,0.740000359,1
267,879,0,2,1
268,251,787.7591365,0.403217352,1
268,252,961.089,1.632145512,1
268,269,77.293,1.200001139,1
269,257,32.426,0.800000004,1
269,268,330.3611575,1.200912937,1
269,889,44.867,1.800000027,1
270,271,3517.230795,0.312351069,1
270,288,67.142,0.6,1
270,299,79.496,0.685714287,1
271,290,3517.230795,0.480005759,1
271,327,0,0.857142857,1
272,8,54.871,0.666666667,1
272,202,437.805,0.240000259,1
272,281,202.115,0.280000035,1
272,285,1333.537,0.266813045,1
273,208,1484.913,0.226722517,1
273,277,781.5,0.400020406,1
273,278,3102.685,1.463789317,1
274,7,691.275,0.666666667,1
274,280,613.333,0.200003474,1
274,282,331.15,0.266666966,1
274,360,1055.637,0.24,1
274,433,48.955,0.257142857,1
275,284,0,0.514285714,1
275,295,0,1,1
276,290,5409.229495,0.24403122,1
276,314,2826.373,0.360000109,1
277,9,875.865,0.5,1
277,273,1204.024,0.400139412,1
277,285,650.768,0.400009042,1
278,273,584.471,1.251485759,1
278,292,0,0.666666667,1
278,310,3102.685,1.927727427,1
279,282,27.292,0.346666667,1
279,288,765.642,0.266679086,1
279,428,0,0.377142857,1
280,274,205.55,0.200000027,1
280,283,682.083,0.266674096,1
281,7,228.508,0.666666667,1
281,202,643.394,0.308594057,1
281,272,1229.504,0.280107111,1
281,284,164.746,0.280000014,1
282,274,1185.898,0.266753546,1
282,279,300.454,0.346666919,1
282,298,443.835,0.257142957,1
282,360,0,0.2,1
283,7,0,0.666666667,1
283,280,139.91,0.266666673,1
283,284,682.083,0.266674096,1
283,437,24.836,0.2,1
284,281,682.083,0.280007801,1
284,283,164.746,0.26666668,1
285,272,650.768,0.266672695,1
285,277,1333.537,0.400219567,1
286,30,145.622,0.666666667,1
286,270,3576.027795,0.303152026,1
286,326,80.34,0.857142861,1
287,32,0,0.666666667,1
287,286,3490.710795,0.454280511,1
287,354,1326.780408,0.36,1
288,279,27.292,0.266666667,1
288,287,829.611,0.450011527,1
289,270,87.841,0.12,1
289,354,6554.246592,0.684115474,1
290,1,2602.489495,1.083333333,1
290,276,2064.310795,0.24,1
290,289,6642.087592,0.735378297,1
291,292,0,0.857142857,1
291,296,0,1.885714286,1
292,291,0,0.857142857,1
292,293,0,0.266666667,1
292,294,0,0.342857143,1
293,275,0,0.8,1
293,292,0,0.266666667,1
293,294,0,0.171428571,1
294,283,0,1.028571429,1
294,285,0,0.6,1
295,275,0,1,1
295,296,0,1.2,1
295,297,0,0.857142857,1
296,291,0,1.885714286,1
296,295,0,1.2,1
296,300,0,2.571428571,1
297,295,0,0.857142857,1
297,298,0,0.257142857,1
297,299,0,0.533333333,1
298,5,443.835,0.5,1
298,274,593.426,0.342857699,1
298,297,0,0.257142857,1
299,5,79.496,0.5,1
299,288,24.119,0.685714286,1
299,297,0,0.533333333,1
299,300,0,1,1
300,296,0,2.571428571,1
300,299,0,1,1
300,316,0,2.8,1
301,3,0,1.083333333,1
301,4,0,1.083333333,1
301,302,0,1.26,1
301,306,0,1.272,1
302,2,0,1.666666667,1
302,301,0,1.26,1
302,303,0,3.48,1
302,304,0,3.24,1
303,302,0,3.48,1
303,304,0,1.2,1
304,2,0,1.666666667,1
304,76,15.713,0.833333333,1
304,79,0,0.833333333,1
304,80,0,0.833333333,1
304,85,0,0.833333333,1
304,90,0,0.833333333,1
304,302,0,3.24,1
304,303,0,1.2,1
304,1020,414.355,2.000001403,1
305,312,2349.568,0.181847338,1
305,313,2117.312,0.27360164,1
305,321,1541.43,0.363644657,1
306,3,8599.022,1.083333333,1
306,4,0,1.083333333,1
306,301,0,1.272,1
306,308,72.832,1.080000009,1
306,310,676.351,0.733338565,1
306,1020,234.962,1.000000048,1
307,1,2656.009505,1.083333333,1
307,308,3001.301,0.269441918,1
307,311,0,0.133333333,1
307,312,751.576,0.533472076,1
308,306,3001.301,1.212488629,1
308,307,72.832,0.240000002,1
308,309,0,0.514285714,1
309,308,0,0.514285714,1
309,310,0,2.005714286,1
309,311,0,1.542857143,1
310,5,91.88,1.083333333,1
310,278,584.471,2.060054114,1
310,306,3203.623,0.741581159,1
310,309,0,2.005714286,1
311,307,325.98,0.133351767,1
311,309,0,1.542857143,1
311,316,0,0.428571429,1
312,305,749.922,0.18181833,1
312,307,4915.960505,1.120182088,1
312,315,1.654,0.266666667,1
313,74,1147.201,0.833333333,1
313,79,93.51,0.833333333,1
313,80,212.68,0.833333333,1
313,84,1342.574,0.833333333,1
313,85,234.062,0.833333333,1
313,86,6.616,0.833333333,1
313,88,187.012,0.833333333,1
313,89,50.447,0.833333333,1
313,90,94.286,0.833333333,1
313,105,1208.793,0.833333333,1
313,107,40.524,0.833333333,1
313,305,1166.556,0.267156522,1
313,312,2566.392505,0.282976733,1
313,315,5407.575495,0.244010525,1
314,276,5409.229495,0.36604683,1
314,315,2500.393,0.540000021,1
314,316,325.98,1.028651931,1
315,305,0,0.2,1
315,312,0,0.266666667,1
315,313,2500.393,0.240000009,1
315,314,5409.229495,0.549070245,1
316,1,0,1.083333333,1
316,300,0,2.8,1
316,311,325.98,0.428604971,1
316,314,0,1.028571429,1
317,27,357.628,0.666666667,1
317,319,6508.965,0.305986298,1
317,333,1477.604494,0.200173229,1
317,841,3585.357506,0.226935458,1
318,332,3412.688,0.267104664,1
318,334,1036.015,1.029358925,1
319,317,5078.502,0.301849036,1
319,321,8048.93,0.571524099,1
319,334,261.254,0.17142872,1
320,329,2660.282494,0.347089857,1
320,340,2779.958,0.527480527,1
321,74,4239.758,0.833333333,1
321,90,243.2,0.833333333,1
321,305,4091.832,0.364395877,1
321,319,4811.246,0.547864944,1
321,335,543.247,0.301015693,1
322,26,283.065,0.666666667,1
322,74,376.9,0.833333333,1
322,76,207.64,0.833333333,1
322,77,136.47,0.833333333,1
322,81,119.13,0.833333333,1
322,82,43.139,0.833333333,1
322,83,26.464,0.833333333,1
322,85,13.23,0.833333333,1
322,86,0,0.833333333,1
322,87,106.75,0.833333333,1
322,88,14.89,0.833333333,1
322,90,14.89,0.833333333,1
322,318,4448.703,0.159370904,1
322,335,0,2.057142857,1
322,844,0,0.5,1
323,320,4804.582494,0.745730938,1
323,324,0,0.133333333,1
323,833,0,0.84,1
324,323,4804.582494,0.155176451,1
324,333,0,0.266666667,1
325,29,1730.156,0.75,1
325,323,0,1.38,1
325,326,26.524,0.908571429,1
325,334,1474.665,1.033050958,1
325,340,893.6434084,1.20011112,1
326,286,26.524,0.857142857,1
326,325,80.34,0.908571431,1
326,327,1611.812205,0.514757016,1
327,276,762.0622049,0.413352186,1
327,290,1230.432592,0.334109424,1
327,331,0,0.942857143,1
328,28,0,0.666666667,1
328,320,635.658,0.36004447,1
328,330,219.337,0.514285903,1
328,1014,0,0.737142857,1
329,328,219.337,0.720000264,1
329,339,2660.282494,0.200244149,1
330,323,0,0.9,1
330,833,219.337,0.257142951,1
331,29,491.93,0.75,1
331,327,380.6825916,0.943015545,1
331,335,610.237,0.686890703,1
332,333,3412.688,0.828639949,1
332,851,416.462,0.514286316,1
333,27,144.422,0.666666667,1
333,317,121.141,0.200000003,1
333,324,4804.582494,0.310352901,1
333,332,149.864,0.800000026,1
334,319,2068.475,0.17537948,1
334,325,436.861,1.028582639,1
334,332,266.598,0.685714942,1
335,321,525.86,0.300888355,1
335,322,135.694,2.057145008,1
335,331,491.93,0.686121383,1
336,758,5643.057268,0.699658245,1
336,834,1645.884,0.600147836,1
336,1016,5442.731483,0.287834087,1
336,1017,2437.204517,0.240591742,1
337,336,2500.10268,0.347532611,1
337,1015,571.781,0.565737489,1
338,337,3071.88368,0.174415118,1
338,364,1069.112494,0.188576981,1
338,448,0,0.6,1
339,28,1692.649,0.666666667,1
339,329,207.677,0.200003725,1
339,350,652.678,0.360000933,1
339,367,4159.598494,0.391069905,1
339,448,689.893,0.428572888,1
339,1014,1958.053,0.324,1
340,30,1364.564,0.666666667,1
340,325,2356.495,1.074026374,1
340,351,845.73,0.308574294,1
340,352,1609.790408,0.400141128,1
340,399,1347.345,0.240022072,1
341,346,2938.592613,0.147418179,1
342,382,1194.949,0.084,1
342,408,1105.273205,0.186674768,1
343,404,2918.503,0.190000191,1
343,785,1317.673,0.168,1
344,378,533.584,0.186667152,1
344,383,1328.802205,0.173350395,1
345,354,0,0.222857143,1
345,355,6772.106,0.168000214,1
345,387,533.584,0.200000521,1
346,326,1611.812205,0.72016004,1
346,353,1326.780408,0.200029871,1
347,32,1614.091,0.666666667,1
347,371,1849.582,0.186788772,1
347,399,2368.867,0.467006769,1
347,446,1066.614,0.200004197,1
348,389,2723.402213,0.17560908,1
348,444,1016.253205,0.173341245,1
349,37,0,0.7,1
349,392,2161.868205,0.173481844,1
349,395,53.778,0.173333333,1
350,329,11.66,0.2,1
350,339,417.915,0.360000104,1
350,351,652.678,0.291429327,1
351,340,652.678,0.308572228,1
351,350,429.575,0.291428668,1
351,398,416.155,0.373333655,1
352,341,1609.790408,0.186732526,1
352,377,0,0.373333333,1
353,287,3484.481204,0.202185915,1
354,345,6258.464,0.156000053,1
354,425,1622.563,0.200073088,1
355,32,366.781,0.666666667,1
355,345,0,0.24,1
355,356,6405.325,0.156000387,1
355,358,137.7,0.200000001,1
356,32,500.117,0.666666667,1
356,355,0,0.222857143,1
356,417,256.895,0.20000002,1
356,423,7185.68,0.168002883,1
357,345,1047.226,0.200010432,1
357,425,401.522,0.173333791,1
358,357,350.031,0.186666935,1
358,429,134.39,0.173333334,1
359,356,125.261,0.200000001,1
359,358,346.721,0.173333572,1
360,357,1098.717,0.160010331,1
360,428,0,0.24,1
360,435,0,0.257142857,1
361,359,24.836,0.173333333,1
361,430,48.955,0.186666667,1
362,432,0,0.257142857,1
362,434,0,0.24,1
362,438,0,0.173333333,1
363,440,505.759,0.240000298,1
364,338,33.93,0.188571429,1
364,758,1069.112494,0.291437152,1
364,779,0,0.333333333,1
365,338,729.5824942,0.253335983,1
365,368,227.23,0.173333343,1
365,448,1766.281,0.267177326,1
366,31,1240.581,0.616666667,1
366,338,3377.48368,0.296124233,1
366,365,1993.511,0.214033011,1
366,369,0,0.222857143,1
367,365,729.5824942,0.266676688,1
367,368,3689.436,0.196118274,1
368,369,3049.144509,0.177094065,1
368,400,867.5214908,0.360008131,1
369,768,3049.144509,0.190716685,1
370,367,259.42,0.360000038,1
370,400,781.494,0.186676189,1
371,398,1849.582,0.173446716,1
371,399,0,0.48,1
372,371,0,0.24,1
372,374,0,0.186666667,1
373,370,140.92,0.173333335,1
373,372,0,0.222857143,1
374,347,3043.003,0.190680543,1
374,446,28.14,0.066666667,1
375,373,140.92,0.186666668,1
375,374,3071.143,0.177216204,1
376,375,3071.143,0.190848219,1
376,381,696.46,0.173334808,1
377,378,0,0.173333333,1
377,383,0,0.186666667,1
378,347,533.584,0.173333784,1
378,379,0,0.186666667,1
379,380,0,0.173333333,1
379,384,28.14,0.186666667,1
380,381,115.975,0.186666667,1
380,447,140.92,0.066666667,1
381,405,853.561,0.186752168,1
381,407,1025.488,0.186675537,1
381,447,502.23,0.200000147,1
382,405,868.225,0.200001681,1
382,406,1317.673,0.084,1
383,341,1328.802205,0.373370081,1
383,409,0,0.173333333,1
384,344,1328.802205,0.18668504,1
384,411,28.14,0.173333333,1
385,380,256.895,0.186666686,1
385,384,1328.802205,0.173350395,1
386,353,2157.700795,0.375074164,1
386,354,0,0.2,1
387,386,2157.700795,0.174141576,1
387,410,533.584,0.186667152,1
388,343,2918.503,0.176428749,1
388,442,728.3694908,0.173339799,1
389,388,2723.402213,0.189117471,1
389,801,41.45,0.186666667,1
390,382,990.949,0.186669491,1
390,391,1398.510047,0.053369505,1
391,342,1105.273205,0.173340856,1
391,393,1464.156047,0.173477485,1
392,390,990.949,0.200003026,1
392,391,1170.919205,0.186677137,1
392,443,41.45,0.186666667,1
393,37,1986.627,0.7,1
393,394,0,0.186666667,1
393,421,1047.205047,0.18670165,1
394,392,41.45,0.173333333,1
394,395,0,0.173333333,1
395,396,53.778,0.186666667,1
395,493,0,0.186666667,1
396,422,2872.592795,0.176218052,1
396,464,53.778,0.2,1
397,370,899.994,0.173349897,1
397,372,0,0.173333333,1
398,397,899.994,0.186684505,1
398,445,1365.743,0.200033973,1
399,340,2368.867,0.240355246,1
399,347,1347.345,0.600018391,1
399,351,0,0.186666667,1
400,401,799.9154908,0.173343141,1
400,402,849.1,0.173336892,1
401,403,0,0.222857143,1
401,808,799.9154908,0.186677228,1
402,373,0,0.24,1
402,376,849.1,0.186670499,1
403,402,0,0.222857143,1
403,404,0,0.24,1
404,376,2918.503,0.176428749,1
404,405,0,0.274285714,1
405,31,625.89,0.616666667,1
405,381,502.23,0.186674756,1
405,406,1835.244,0.200126378,1
405,408,385.713,0.18857149,1
406,343,1317.673,0.156,1
406,442,1835.244,0.173442861,1
